,O3,NO,NO2,NOX,SO2,CO,PM10
14711,0.018,0.004,0.011,0.014,0.001,0.356,11.7
14712,0.021,0.003,0.011,0.013,0.002,0.459,7.3
14713,0.021,0.002,0.009,0.011,0.002,0.388,5.1
14714,0.023,0.001,0.007,0.007,0.002,0.322,3.8
14715,0.021,0.001,0.007,0.007,0.002,0.33,0.3
14716,0.021,0.001,0.006,0.007,0.002,0.336,3.2
14717,0.018,0.003,0.01,0.012,0.002,0.422,2.9
14718,0.008,0.009,0.018,0.026,0.002,0.707,6.9
14719,0.008,0.005,0.017,0.021,0.003,0.687,6.4
14720,0.005,0.021,0.02,0.041,0.003,1.051,10.3
14721,0.007,0.027,0.018,0.044,0.003,1.244,14.3
14722,0.014,0.018,0.013,0.031,0.003,0.903,18.2
14723,0.023,0.01,0.009,0.019,0.003,0.598,25.1
14724,0.024,0.009,0.008,0.016,0.002,0.65,20.4
14725,0.026,0.01,0.009,0.018,0.002,0.583,18.7
14726,0.031,0.008,0.008,0.015,0.002,0.667,14.1
14727,0.035,0.008,0.01,0.017,0.003,0.667,16.5
14728,0.04,0.008,0.011,0.019,0.002,0.724,15.8
14729,0.039,0.006,0.012,0.018,0.003,0.673,20.3
14730,0.027,0.013,0.015,0.027,0.002,0.778,25.7
14731,0.025,0.004,0.015,0.019,0.002,0.701,17.5
14732,0.017,0.008,0.023,0.03,0.002,0.847,23.4
14733,0.014,0.009,0.025,0.034,0.002,0.938,32.2
14734,0.012,0.015,0.023,0.037,0.003,0.946,31.3
14735,0.02,0.007,0.013,0.02,0.002,0.565,30.3
14736,0.039,0.003,0.009,0.011,0.002,0.318,25.9
14737,0.039,0.001,0.008,0.008,0.003,0.272,11.3
14738,0.039,0.001,0.007,0.008,0.003,0.228,8.1
14739,0.04,0.001,0.006,0.006,0.003,0.222,7.9
14740,0.039,0.001,0.005,0.005,0.002,0.176,8.2
14741,0.036,0.001,0.005,0.005,0.003,0.193,6.1
14742,0.026,0.004,0.013,0.016,0.003,0.433,9.7
14743,0.008,0.015,0.028,0.043,0.003,1.002,10.7
14744,0.013,0.015,0.021,0.036,0.003,0.967,20.6
14745,0.022,0.009,0.012,0.021,0.003,0.575,20
14746,0.026,0.006,0.008,0.014,0.003,0.482,20.5
14747,0.029,0.006,0.006,0.011,0.003,0.477,18.3
14748,0.032,0.004,0.006,0.009,0.004,0.419,18
14749,0.035,0.005,0.007,0.011,0.003,0.466,12.7
14750,0.037,0.007,0.008,0.014,0.003,0.458,16
14751,0.038,0.006,0.008,0.013,0.003,0.423,12.1
14752,0.04,0.005,0.007,0.011,0.003,0.367,16
14753,0.039,0.006,0.01,0.015,0.003,0.574,16.9
14754,0.04,0.005,0.011,0.016,0.003,0.519,15.2
14755,0.031,0.009,0.018,0.026,0.003,0.642,23.5
14756,0.011,0.03,0.035,0.065,0.004,1.546,29.9
14757,0.005,0.034,0.039,0.073,0.005,1.665,46
14758,0.027,0.003,0.013,0.016,0.004,0.537,44.7
14759,0.027,0.001,0.017,0.018,0.003,0.617,17.3
14760,0.015,0.002,0.025,0.027,0.003,0.521,7.8
14761,0.019,0.001,0.019,0.02,0.002,0.351,7.6
14762,0.018,0.001,0.016,0.017,0.002,0.348,12.8
14763,0.024,0.001,0.01,0.01,0.002,0.21,7.6
14764,0.024,0.001,0.007,0.008,0.002,0.208,8.9
14765,0.011,0.013,0.017,0.029,0.002,0.431,9.2
14766,0.006,0.03,0.019,0.048,0.003,0.862,22.7
14767,0.005,0.072,0.021,0.092,0.004,1.992,29.2
14768,0.008,0.05,0.019,0.068,0.004,1.266,31.1
14769,0.016,0.022,0.012,0.033,0.003,0.603,24.2
14770,0.022,0.013,0.009,0.022,0.002,0.362,22.6
14771,0.026,0.01,0.008,0.018,0.002,0.314,19.9
14772,0.032,0.011,0.01,0.02,0.002,0.436,14.4
14773,0.034,0.01,0.008,0.018,0.003,0.38,13.1
14774,0.036,0.008,0.008,0.016,0.002,0.264,8.1
14775,0.035,0.009,0.009,0.018,0.002,0.296,8.1
14776,0.033,0.01,0.012,0.022,0.002,0.407,6.7
14777,0.03,0.012,0.015,0.027,0.003,0.4,13.4
14778,0.028,0.018,0.022,0.039,0.003,0.742,23.1
14779,0.024,0.018,0.026,0.044,0.003,0.898,31
14780,0.014,0.027,0.034,0.06,0.004,1.278,37.7
14781,0.009,0.035,0.039,0.074,0.004,1.48,42.5
14782,0.004,0.056,0.043,0.099,0.005,2.143,54.8
14783,0.007,0.022,0.032,0.054,0.004,1.285,77.7
14784,0.014,0.004,0.021,0.024,0.004,0.487,49.3
14785,0.019,0.001,0.01,0.011,0.003,0.246,28.4
14786,0.02,0.001,0.006,0.007,0.003,0.136,12.9
14787,0.02,0.001,0.006,0.007,0.003,0.15,8.6
14788,0.019,0.002,0.007,0.008,0.003,0.15,6.4
14789,0.009,0.013,0.015,0.028,0.003,0.389,14.6
14790,0.005,0.04,0.019,0.058,0.004,0.917,19.7
14791,0.004,0.085,0.019,0.103,0.006,2.001,38.6
14792,0.007,0.036,0.017,0.052,0.005,1.141,37.7
14793,0.014,0.017,0.011,0.027,0.003,0.588,24.3
14794,0.021,0.01,0.008,0.018,0.003,0.351,18.1
14795,0.024,0.011,0.008,0.018,0.003,0.462,18.4
14796,0.029,0.011,0.008,0.018,0.003,0.379,18.1
14797,0.033,0.009,0.01,0.018,0.003,0.381,14.5
14798,0.035,0.014,0.013,0.026,0.004,0.511,16
14799,0.042,0.006,0.01,0.015,0.004,0.385,17.5
14800,0.044,0.006,0.011,0.016,0.004,0.444,20.8
14801,0.04,0.007,0.01,0.017,0.003,0.298,18.7
14802,0.027,0.01,0.015,0.025,0.003,0.716,28.7
14803,0.01,0.017,0.033,0.049,0.004,1.126,32.3
14804,0.006,0.019,0.036,0.055,0.005,1.332,34
14805,0.005,0.028,0.033,0.06,0.005,1.431,48.3
14806,0.005,0.024,0.032,0.056,0.005,1.262,46.6
14807,0.004,0.019,0.032,0.051,0.005,0.957,47.3
14808,0.009,0.005,0.025,0.03,0.004,0.667,50.3
14809,0.017,0.002,0.016,0.017,0.003,0.421,36.7
14810,0.019,0.001,0.013,0.014,0.003,0.357,28.4
14811,0.023,0,0.005,0.005,0.003,0.192,16.4
14812,0.014,0.001,0.011,0.012,0.002,0.307,17.3
14813,0.02,0.002,0.008,0.009,0.003,0.391,17.5
14814,0.006,0.022,0.02,0.041,0.003,0.889,23.9
14815,0.004,0.036,0.021,0.057,0.004,1.313,31.2
14816,0.005,0.031,0.019,0.05,0.003,1.365,42.8
14817,0.009,0.027,0.016,0.043,0.004,1.192,40.4
14818,0.021,0.012,0.012,0.024,0.003,0.68,36.4
14819,0.032,0.005,0.009,0.014,0.003,0.539,28.9
14820,0.039,0.007,0.01,0.016,0.003,0.668,26.6
14821,0.039,0.007,0.009,0.016,0.003,0.544,21.8
14822,0.037,0.007,0.009,0.016,0.003,0.511,14.7
14823,0.037,0.005,0.008,0.012,0.003,0.459,10.4
14824,0.038,0.004,0.008,0.011,0.003,0.427,13.6
14825,0.038,0.005,0.008,0.012,0.003,0.462,12.3
14826,0.038,0.005,0.021,0.026,0.003,0.698,20.6
14827,0.024,0.011,0.034,0.044,0.004,1.078,42.3
14828,0.013,0.014,0.043,0.057,0.004,1.293,49.7
14829,0.006,0.019,0.043,0.061,0.005,1.458,50.5
14830,0.02,0.002,0.021,0.022,0.004,0.579,34.2
14831,0.029,0.004,0.012,0.015,0.003,0.438,31.8
14832,0.031,0.002,0.01,0.012,0.002,0.187,13.2
14833,0.025,0.001,0.014,0.015,0.001,0.304,3.8
14834,0.027,0.001,0.008,0.009,0.001,0.15,10.7
14835,0.03,0.001,0.006,0.007,0.001,0.113,8.7
14836,0.032,0.001,0.007,0.008,0.001,0.115,5.2
14837,0.017,0.005,0.018,0.023,0.001,0.328,9.6
14838,0.008,0.026,0.025,0.051,0.001,0.983,15.5
14839,0.005,0.06,0.026,0.086,0.003,1.639,26.2
14840,0.006,0.048,0.024,0.072,0.003,1.55,31.9
14841,0.008,0.042,0.021,0.063,0.003,1.389,37.1
14842,0.019,0.016,0.011,0.026,0.002,0.533,30.8
14843,0.026,0.01,0.009,0.019,0.002,0.552,22.4
14844,0.031,0.009,0.01,0.018,0.002,0.564,20.9
14845,0.035,0.01,0.01,0.019,0.002,0.526,17.3
14846,0.039,0.007,0.011,0.017,0.003,0.446,24.2
14847,0.043,0.008,0.012,0.019,0.003,0.401,23.2
14848,0.046,0.006,0.01,0.015,0.002,0.425,16.1
14849,0.037,0.007,0.012,0.018,0.001,0.477,23.1
14850,0.031,0.013,0.018,0.031,0.002,0.655,23.9
14851,0.024,0.016,0.023,0.038,0.003,0.791,34.5
14852,0.018,0.02,0.024,0.044,0.003,0.993,26.8
14853,0.018,0.016,0.023,0.038,0.002,0.91,33.2
14854,0.022,0.009,0.018,0.026,0.002,0.545,28.6
14855,0.02,0.006,0.019,0.025,0.002,0.553,19.6
14856,0.025,0.002,0.012,0.014,0.002,0.289,22.5
14857,0.024,0.002,0.01,0.012,0.003,0.163,18.2
14858,0.027,0.001,0.008,0.008,0.002,0.169,16.4
14859,0.026,0.001,0.008,0.009,0.002,0.114,11.7
14860,0.026,0.002,0.009,0.01,0.002,0.193,13
14861,0.02,0.004,0.014,0.018,0.002,0.291,15
14862,0.012,0.017,0.019,0.036,0.003,0.658,17
14863,0.005,0.059,0.024,0.082,0.003,1.585,28.6
14864,0.009,0.036,0.019,0.054,0.003,1.179,38.3
14865,0.018,0.016,0.011,0.026,0.003,0.668,29.2
14866,0.024,0.012,0.009,0.02,0.003,0.432,21
14867,0.03,0.007,0.008,0.015,0.003,0.443,17.4
14868,0.035,0.009,0.011,0.019,0.003,0.439,22.4
14869,0.038,0.009,0.011,0.019,0.003,0.479,18.1
14870,0.042,0.012,0.013,0.024,0.005,0.689,22.1
14871,0.042,0.01,0.013,0.022,0.004,0.444,18.4
14872,0.041,0.005,0.01,0.014,0.003,0.362,22.3
14873,0.034,0.006,0.013,0.018,0.002,0.498,33
14874,0.025,0.01,0.025,0.035,0.002,0.824,32.1
14875,0.022,0.019,0.031,0.05,0.003,1.128,24.1
14876,0.016,0.017,0.027,0.043,0.002,1.084,19.6
14877,0.013,0.026,0.029,0.055,0.003,1.232,16.5
14878,0.011,0.021,0.028,0.048,0.003,1.092,21.4
14879,0.014,0.008,0.019,0.027,0.003,0.572,23.1
14880,0.017,0.004,0.012,0.015,0.003,0.229,17.9
14881,0.019,0.003,0.008,0.011,0.002,0.15,15
14882,0.019,0.002,0.008,0.01,0.002,0.165,15
14883,0.018,0.002,0.008,0.01,0.002,0.169,14.6
14884,0.014,0.002,0.009,0.011,0.002,0.127,14.8
14885,0.008,0.01,0.015,0.024,0.002,0.278,16.2
14886,0.005,0.018,0.016,0.034,0.003,0.504,22.2
14887,0.005,0.025,0.017,0.041,0.003,0.774,29.4
14888,0.006,0.051,0.02,0.07,0.004,1.368,33.4
14889,0.008,0.035,0.017,0.052,0.004,1.185,38.6
14890,0.013,0.018,0.013,0.031,0.003,0.576,35.2
14891,0.016,0.016,0.011,0.026,0.003,0.526,27
14892,0.02,0.013,0.01,0.022,0.003,0.597,19.7
14893,0.021,0.015,0.011,0.026,0.003,0.498,17.8
14894,0.023,0.014,0.012,0.025,0.003,0.522,18.8
14895,0.024,0.012,0.013,0.024,0.003,0.454,15.9
14896,0.022,0.019,0.019,0.038,0.003,0.886,20.5
14897,0.023,0.013,0.017,0.031,0.004,0.773,23.9
14898,0.018,0.019,0.021,0.039,0.003,0.897,20.9
14899,0.012,0.03,0.029,0.058,0.004,1.316,30.7
14900,0.006,0.041,0.033,0.073,0.005,1.66,45.6
14901,0.005,0.058,0.036,0.093,0.006,2.363,55.2
14902,0.009,0.024,0.024,0.047,0.005,1.139,53.4
14903,0.012,0.016,0.013,0.028,0.004,0.547,25.6
14904,0.014,0.007,0.011,0.018,0.003,0.354,15.5
14905,0.01,0.008,0.014,0.022,0.003,0.482,11.7
14913,0.011,0.017,0.011,0.027,0.002,0.551,19.1
14914,0.017,0.013,0.009,0.021,0.002,0.524,20.7
14915,0.021,0.011,0.008,0.018,0.002,0.492,19.3
14916,0.022,0.013,0.01,0.023,0.002,0.58,13.6
14917,0.022,0.012,0.01,0.022,0.003,0.565,14.5
14918,0.022,0.015,0.012,0.026,0.002,0.593,11.1
14919,0.021,0.015,0.012,0.026,0.002,0.678,15.1
14920,0.017,0.017,0.012,0.028,0.003,0.656,17.9
14921,0.016,0.012,0.01,0.021,0.002,0.583,17.9
14922,0.012,0.013,0.012,0.025,0.003,0.544,13.6
14923,0.009,0.022,0.016,0.037,0.003,0.886,17.8
14924,0.007,0.029,0.019,0.047,0.003,1.086,19.5
14925,0.005,0.047,0.02,0.066,0.003,1.5,20.3
14926,0.004,0.059,0.02,0.078,0.004,1.723,32.3
14927,0.006,0.014,0.014,0.028,0.002,0.668,25.2
14928,0.004,0.025,0.017,0.042,0.002,1.058,17.1
14929,0.005,0.011,0.016,0.027,0.002,0.768,16.3
14930,0.007,0.005,0.012,0.017,0.002,0.571,11.8
14931,0.009,0.003,0.01,0.012,0.002,0.548,11.5
14932,0.01,0.004,0.011,0.015,0.002,0.563,9.8
14933,0.011,0.005,0.011,0.015,0.002,0.558,8.2
14934,0.006,0.019,0.016,0.035,0.002,1.012,16.7
14935,0.004,0.039,0.015,0.053,0.003,1.427,24.9
14936,0.006,0.036,0.014,0.05,0.003,1.297,28.4
14937,0.011,0.021,0.011,0.031,0.003,1.021,29.5
14938,0.016,0.013,0.007,0.019,0.003,0.71,23.6
14939,0.022,0.009,0.008,0.017,0.003,0.703,23.5
14940,0.027,0.01,0.008,0.017,0.004,0.741,13.4
14941,0.031,0.009,0.008,0.016,0.003,0.644,13
14942,0.032,0.011,0.008,0.019,0.003,0.642,10.6
14943,0.038,0.009,0.011,0.019,0.003,0.734,15.9
14944,0.039,0.006,0.01,0.015,0.003,0.697,22
14945,0.038,0.007,0.01,0.016,0.003,0.634,18.1
14946,0.034,0.004,0.011,0.015,0.003,0.647,20.5
14947,0.029,0.005,0.014,0.019,0.002,0.738,22.9
14948,0.018,0.006,0.023,0.028,0.002,0.875,28.8
14949,0.009,0.007,0.029,0.036,0.003,1.156,29.7
14950,0.008,0.015,0.027,0.042,0.003,1.31,31
14951,0.024,0.002,0.012,0.014,0.002,0.636,33
14952,0.029,0.002,0.011,0.013,0.002,0.347,24
14953,0.024,0.003,0.01,0.013,0.002,0.273,21.4
14954,0.022,0.003,0.013,0.016,0.002,0.31,11.3
14955,0.023,0.002,0.013,0.014,0.002,0.289,5.8
14956,0.018,0.001,0.014,0.015,0.002,0.3,8.5
14957,0.01,0.004,0.021,0.024,0.001,0.484,7.8
14958,0.008,0.013,0.023,0.036,0.002,0.671,14.1
14959,0.006,0.024,0.022,0.046,0.002,0.921,18.6
14960,0.009,0.017,0.012,0.029,0.002,0.656,23
14961,0.015,0.011,0.007,0.018,0.002,0.331,16
14962,0.019,0.009,0.007,0.016,0.002,0.399,16.2
14963,0.024,0.009,0.007,0.015,0.002,0.299,13.4
14964,0.031,0.006,0.006,0.012,0.002,0.241,12.9
14965,0.034,0.005,0.006,0.011,0.002,0.285,8.3
14966,0.034,0.006,0.007,0.013,0.002,0.299,6.2
14967,0.037,0.007,0.008,0.014,0.002,0.422,11.6
14968,0.038,0.007,0.008,0.014,0.002,0.35,7.2
14969,0.037,0.006,0.008,0.014,0.002,0.306,9
14970,0.035,0.008,0.01,0.018,0.002,0.459,12.1
14971,0.028,0.012,0.017,0.029,0.002,0.577,21.4
14972,0.015,0.013,0.027,0.039,0.002,0.868,26.5
14973,0.005,0.039,0.034,0.073,0.003,1.872,18.8
14974,0.004,0.046,0.033,0.078,0.004,2.028,32.3
14975,0.004,0.037,0.03,0.067,0.003,1.689,41.5
14976,0.006,0.012,0.027,0.038,0.002,0.925,44.8
14977,0.017,0.002,0.012,0.013,0.002,0.235,32.2
14978,0.023,0.001,0.008,0.008,0.002,0.226,18.9
14979,0.024,0.001,0.008,0.008,0.002,0.225,12.5
14980,0.026,0.001,0.006,0.007,0.002,0.214,13.7
14981,0.017,0.005,0.015,0.02,0.002,0.344,15
14982,0.011,0.013,0.02,0.033,0.002,0.815,14.4
14983,0.005,0.039,0.022,0.06,0.003,1.159,26.7
14984,0.007,0.028,0.018,0.046,0.003,1.14,38.1
14985,0.01,0.022,0.014,0.036,0.002,0.784,25.2
14986,0.017,0.011,0.009,0.02,0.003,0.485,19.8
14987,0.026,0.009,0.008,0.016,0.003,0.432,17.3
14988,0.031,0.006,0.009,0.014,0.003,0.394,27.4
14989,0.034,0.008,0.01,0.018,0.003,0.519,22.5
14990,0.037,0.006,0.01,0.015,0.002,0.405,14.9
14991,0.038,0.007,0.009,0.015,0.002,0.393,11.1
14992,0.031,0.013,0.019,0.031,0.003,0.696,24.6
14993,0.026,0.015,0.02,0.033,0.003,0.753,25.2
14994,0.027,0.005,0.012,0.016,0.002,0.425,25
14995,0.02,0.008,0.017,0.025,0.002,0.527,14.2
14996,0.011,0.017,0.025,0.041,0.002,0.958,21.3
14997,0.008,0.012,0.026,0.037,0.002,0.911,22.2
14998,0.006,0.009,0.026,0.035,0.002,0.672,30.7
14999,0.015,0.004,0.016,0.019,0.002,0.429,24.1
15000,0.018,0.002,0.011,0.013,0.002,0.377,11.5
15001,0.017,0.002,0.007,0.008,0.002,0.293,10.7
15002,0.016,0.001,0.007,0.008,0.002,0.22,9.6
15003,0.014,0.001,0.006,0.006,0.002,0.19,10.2
15004,0.012,0.001,0.008,0.008,0.002,0.271,9.4
15005,0.009,0.005,0.011,0.015,0.002,0.311,13.6
15006,0.005,0.024,0.013,0.036,0.002,0.791,10.6
15007,0.004,0.061,0.014,0.074,0.003,1.624,23.4
15008,0.005,0.05,0.014,0.063,0.003,1.419,20.2
15009,0.007,0.028,0.012,0.039,0.003,1.029,25.8
15010,0.013,0.02,0.011,0.031,0.003,0.717,27.5
15011,0.018,0.012,0.01,0.022,0.003,0.635,25.3
15012,0.02,0.017,0.012,0.029,0.002,0.753,23.1
15013,0.02,0.019,0.012,0.03,0.003,0.839,24.6
15014,0.016,0.025,0.014,0.038,0.002,0.938,15.7
15015,0.019,0.02,0.012,0.031,0.003,0.707,8.4
15016,0.02,0.014,0.009,0.023,0.003,0.587,12.3
15017,0.02,0.015,0.011,0.025,0.003,0.629,11.1
15018,0.016,0.019,0.014,0.032,0.003,0.698,20.9
15019,0.012,0.02,0.016,0.036,0.003,0.913,18.3
15020,0.008,0.032,0.018,0.05,0.002,1.138,16.7
15021,0.007,0.029,0.019,0.047,0.003,1.133,24.1
15022,0.007,0.02,0.018,0.038,0.003,0.718,20.6
15023,0.012,0.01,0.012,0.021,0.003,0.497,16.4
15024,0.013,0.005,0.011,0.016,0.002,0.277,15.2
15025,0.013,0.005,0.009,0.014,0.002,0.316,12.2
15026,0.014,0.002,0.007,0.009,0.002,0.197,5.8
15027,0.016,0.001,0.005,0.006,0.001,0.119,3.4
15028,0.014,0.002,0.006,0.008,0.002,0.099,4.3
15029,0.01,0.008,0.01,0.017,0.002,0.252,4.8
15030,0.007,0.024,0.013,0.036,0.002,0.626,10.8
15031,0.006,0.035,0.014,0.048,0.003,1.083,18.4
15032,0.007,0.033,0.012,0.045,0.003,1.093,20.8
15033,0.012,0.019,0.008,0.027,0.002,0.61,19
15034,0.016,0.018,0.009,0.026,0.002,0.603,20.2
15035,0.019,0.016,0.009,0.024,0.002,0.574,17.8
15036,0.024,0.018,0.012,0.03,0.002,0.708,19.3
15037,0.025,0.018,0.013,0.03,0.003,0.606,17.2
15038,0.026,0.016,0.011,0.027,0.002,0.625,15.1
15039,0.028,0.015,0.011,0.025,0.003,0.556,17.2
15040,0.028,0.013,0.012,0.024,0.003,0.602,17.7
15041,0.029,0.014,0.012,0.026,0.003,0.596,14.5
15042,0.026,0.015,0.013,0.028,0.003,0.554,19.5
15043,0.017,0.02,0.019,0.038,0.003,0.73,24.4
15044,0.009,0.018,0.025,0.042,0.003,0.955,28.4
15045,0.006,0.02,0.027,0.047,0.003,1.092,27.2
15046,0.004,0.019,0.025,0.043,0.003,0.919,37.5
15047,0.008,0.006,0.017,0.022,0.002,0.579,28.2
15048,0.012,0.002,0.013,0.015,0.002,0.45,24.6
15049,0.007,0.002,0.018,0.02,0.001,0.449,21.2
15050,0.004,0.004,0.019,0.022,0.001,0.604,19.2
15051,0.005,0.003,0.017,0.02,0.002,0.416,11.6
15052,0.006,0.003,0.016,0.019,0.001,0.3,13.9
15053,0.005,0.017,0.016,0.033,0.002,0.503,15.9
15054,0.004,0.03,0.017,0.047,0.005,0.73,24.4
15055,0.004,0.051,0.018,0.069,0.006,1.236,37
15056,0.005,0.047,0.014,0.061,0.005,1.091,41
15057,0.007,0.049,0.017,0.066,0.005,1.381,35.8
15058,0.01,0.036,0.017,0.052,0.004,1.06,50.1
15059,0.016,0.021,0.015,0.036,0.004,0.835,49.5
15060,0.025,0.013,0.013,0.025,0.003,0.634,39.4
15061,0.031,0.01,0.012,0.022,0.002,0.493,26.8
15062,0.035,0.008,0.011,0.019,0.002,0.428,23
15063,0.051,0.007,0.015,0.02,0.003,0.582,26
15064,0.043,0.005,0.013,0.018,0.002,0.468,20.4
15065,0.042,0.006,0.016,0.021,0.002,0.512,27.8
15066,0.049,0.005,0.017,0.021,0.003,0.513,26.7
15067,0.046,0.001,0.013,0.014,0.002,0.396,29.2
15068,0.017,0.004,0.02,0.024,0.002,0.451,25.7
15069,0.009,0.013,0.027,0.039,0.002,0.997,15.3
15070,0.004,0.05,0.032,0.081,0.004,1.828,24.4
15071,0.004,0.069,0.03,0.099,0.005,2.153,38.9
15072,0.005,0.021,0.026,0.047,0.003,0.946,36.7
15073,0.006,0.014,0.024,0.037,0.004,0.723,35.9
15074,0.007,0.005,0.02,0.025,0.004,0.559,32.9
15075,0.007,0.006,0.018,0.024,0.005,0.451,23.1
15076,0.005,0.011,0.02,0.03,0.006,0.681,24.4
15077,0.004,0.021,0.02,0.041,0.005,0.76,26.2
15078,0.004,0.037,0.02,0.057,0.005,1.151,27.5
15079,0.004,0.041,0.019,0.06,0.005,1.226,34.5
15080,0.004,0.071,0.021,0.091,0.006,1.802,48.4
15081,0.009,0.03,0.018,0.047,0.005,0.919,54.9
15082,0.016,0.021,0.02,0.04,0.004,0.902,35.2
15083,0.025,0.012,0.016,0.028,0.004,0.582,44.9
15084,0.035,0.006,0.013,0.019,0.004,0.492,36.1
15085,0.053,0.005,0.015,0.019,0.004,0.484,29.5
15086,0.054,0.004,0.012,0.016,0.005,0.283,29.3
15087,0.045,0.006,0.011,0.016,0.005,0.268,24.8
15088,0.042,0.005,0.011,0.016,0.004,0.296,16.2
15089,0.046,0.003,0.011,0.014,0.004,0.213,21
15090,0.063,0.001,0.011,0.012,0.004,0.202,31.6
15091,0.056,0.001,0.014,0.015,0.003,0.323,37.3
15092,0.028,0.002,0.012,0.013,0.003,0.202,29.1
15093,0.017,0.003,0.013,0.015,0.003,0.273,20.5
15094,0.014,0.002,0.012,0.014,0.003,0.3,16.5
15095,0.012,0.001,0.014,0.014,0.003,0.244,11.3
15096,0.013,0.001,0.012,0.012,0.003,0.343,9.1
15097,0.018,0.001,0.013,0.014,0.002,0.314,12.9
15098,0.023,0.001,0.008,0.009,0.003,0.227,18.2
15099,0.02,0.001,0.008,0.009,0.002,0.239,11
15100,0.021,0.001,0.007,0.008,0.002,0.218,11.3
15101,0.015,0.002,0.011,0.013,0.002,0.374,14.7
15102,0.007,0.018,0.019,0.036,0.003,0.753,13.6
15103,0.005,0.037,0.02,0.056,0.003,1.228,26.1
15104,0.007,0.033,0.018,0.05,0.003,1.235,35.9
15105,0.013,0.02,0.014,0.034,0.003,0.798,34.2
15106,0.019,0.013,0.011,0.023,0.002,0.583,26.1
15107,0.024,0.008,0.009,0.017,0.002,0.465,18.4
15108,0.029,0.007,0.009,0.015,0.002,0.601,14.2
15109,0.03,0.011,0.01,0.021,0.003,0.627,16.8
15110,0.032,0.01,0.011,0.021,0.003,0.619,17
15111,0.034,0.007,0.01,0.017,0.003,0.592,16.4
15112,0.03,0.011,0.012,0.022,0.003,0.58,19.1
15113,0.034,0.007,0.011,0.018,0.003,0.513,9.1
15114,0.033,0.009,0.015,0.024,0.003,0.621,17
15115,0.025,0.01,0.018,0.028,0.003,0.715,27.8
15116,0.019,0.008,0.017,0.025,0.003,0.707,23
15117,0.011,0.01,0.023,0.033,0.003,0.902,21.1
15118,0.02,0.01,0.018,0.028,0.003,0.685,30.4
15119,0.024,0.003,0.014,0.016,0.003,0.444,26.4
15120,0.02,0.002,0.014,0.016,0.004,0.393,16.6
15121,0.022,0.001,0.01,0.011,0.004,0.308,14
15122,0.022,0.001,0.008,0.009,0.004,0.319,15
15123,0.023,0,0.006,0.006,0.004,0.234,10.1
15124,0.022,0.001,0.007,0.007,0.004,0.241,9.3
15125,0.018,0.002,0.009,0.01,0.004,0.312,10.1
15126,0.014,0.006,0.012,0.018,0.004,0.539,13.5
15127,0.006,0.023,0.019,0.041,0.004,0.996,20.4
15128,0.005,0.058,0.019,0.077,0.005,2.017,30.6
15129,0.012,0.023,0.012,0.034,0.005,1.008,27.5
15130,0.017,0.011,0.008,0.018,0.005,0.554,27
15131,0.022,0.009,0.008,0.017,0.005,0.493,14.9
15132,0.025,0.008,0.008,0.015,0.004,0.432,13.3
15133,0.027,0.012,0.01,0.021,0.004,0.518,14.5
15134,0.028,0.013,0.012,0.024,0.005,0.674,14.4
15135,0.025,0.015,0.015,0.029,0.005,0.74,16.3
15136,0.017,0.018,0.021,0.038,0.005,0.953,16.9
15137,0.021,0.013,0.024,0.037,0.004,0.846,16.6
15138,0.023,0.015,0.03,0.045,0.006,1.047,32.7
15139,0.013,0.016,0.035,0.051,0.005,1.213,44.8
15140,0.012,0.017,0.026,0.043,0.005,1.15,42.4
15141,0.014,0.015,0.02,0.035,0.004,0.915,24
15142,0.008,0.02,0.023,0.043,0.004,0.937,11.1
15143,0.009,0.01,0.02,0.03,0.004,0.737,10.4
15144,0.01,0.004,0.017,0.02,0.004,0.561,2
15145,0.013,0.002,0.011,0.014,0.004,0.356,5.5
15146,0.014,0.002,0.009,0.01,0.004,0.325,10.7
15147,0.011,0.002,0.01,0.012,0.004,0.402,8.7
15148,0.007,0.005,0.011,0.016,0.005,0.395,11.3
15149,0.006,0.013,0.013,0.025,0.005,0.564,21.9
15150,0.005,0.03,0.013,0.043,0.006,0.867,21.2
15151,0.004,0.051,0.014,0.065,0.006,1.522,29.7
15152,0.006,0.036,0.012,0.047,0.006,1.174,27.8
15153,0.009,0.022,0.01,0.031,0.005,0.773,30.6
15154,0.015,0.013,0.007,0.019,0.005,0.444,19.8
15155,0.022,0.011,0.008,0.018,0.005,0.429,18.9
15156,0.026,0.006,0.007,0.013,0.005,0.457,10
15157,0.03,0.012,0.011,0.022,0.005,0.585,11.7
15158,0.036,0.009,0.01,0.019,0.005,0.555,10.4
15159,0.04,0.006,0.011,0.017,0.005,0.461,25.7
15160,0.029,0.005,0.01,0.015,0.005,0.488,31
15161,0.03,0.004,0.011,0.014,0.005,0.436,15.4
15162,0.017,0.008,0.025,0.033,0.005,0.842,20.9
15163,0.005,0.018,0.037,0.055,0.006,1.344,33.1
15164,0.004,0.046,0.039,0.085,0.007,2.041,28.5
15165,0.018,0.016,0.024,0.039,0.006,0.958,37.8
15166,0.019,0.01,0.022,0.032,0.005,0.774,23.1
15167,0.027,0.004,0.011,0.014,0.004,0.375,13.3
15168,0.024,0.001,0.012,0.013,0.003,0.357,7.7
15169,0.028,0.002,0.007,0.008,0.003,0.23,12.5
15170,0.027,0.001,0.006,0.006,0.002,0.213,10.5
